ibu_id,nama_ibu,tanggal_lahir,pendidikan,pekerjaan,alamat
I003238,Ibu_3238,2000-03-17,SMP,Tidak Bekerja,"Desa_13, Jember"
I003239,Ibu_3239,2002-01-03,D3,Pedagang,"Desa_77, Jember"
I003240,Ibu_3240,1990-03-26,S1,Petani,"Desa_188, Jember"
I003241,Ibu_3241,1995-12-17,S1,Karyawan,"Desa_77, Jember"
I003242,Ibu_3242,2004-10-21,SD,Tidak Bekerja,"Desa_15, Jember"
I003243,Ibu_3243,1996-11-02,SD,Petani,"Desa_77, Jember"
I003244,Ibu_3244,1999-05-16,SMA,Karyawan,"Desa_38, Jember"
I003245,Ibu_3245,1988-05-01,D3,IRT,"Desa_69, Jember"
I003246,Ibu_3246,2010-06-28,D3,IRT,"Desa_28, Jember"
I003247,Ibu_3247,2006-04-12,S1,Tidak Bekerja,"Desa_74, Jember"
I003248,Ibu_3248,2009-08-20,SMA,Karyawan,"Desa_38, Jember"
I003249,Ibu_3249,1997-01-18,SD,Karyawan,"Desa_178, Jember"
I003250,Ibu_3250,1983-11-05,SD,Karyawan,"Desa_174, Jember"
I003251,Ibu_3251,2007-10-01,SD,Tidak Bekerja,"Desa_107, Jember"
I003252,Ibu_3252,1993-04-01,D3,Pedagang,"Desa_81, Jember"
I003253,Ibu_3253,1991-01-20,SMP,Petani,"Desa_97, Jember"
I003254,Ibu_3254,2011-12-27,SMP,Petani,"Desa_40, Jember"
I003255,Ibu_3255,1983-04-19,SMA,Pedagang,"Desa_109, Jember"
I003256,Ibu_3256,1983-09-06,S1,Petani,"Desa_19, Jember"
I003257,Ibu_3257,1992-01-08,SD,Petani,"Desa_102, Jember"
I003258,Ibu_3258,1986-12-01,SD,Pedagang,"Desa_15, Jember"
I003259,Ibu_3259,1997-01-16,D3,Petani,"Desa_66, Jember"
I003260,Ibu_3260,2011-12-04,SMP,Tidak Bekerja,"Desa_104, Jember"
I003261,Ibu_3261,2008-06-07,S1,Petani,"Desa_77, Jember"
I003262,Ibu_3262,1986-12-02,D3,Tidak Bekerja,"Desa_64, Jember"
I003263,Ibu_3263,1997-06-23,SD,Petani,"Desa_7, Jember"
I003264,Ibu_3264,1994-03-16,SMP,Petani,"Desa_185, Jember"
I003265,Ibu_3265,1996-03-06,SD,Pedagang,"Desa_7, Jember"
I003266,Ibu_3266,1984-10-11,Tidak Sekolah,Petani,"Desa_113, Jember"
I003267,Ibu_3267,1984-02-08,D3,Pedagang,"Desa_42, Jember"
I003268,Ibu_3268,1980-03-26,SMP,Karyawan,"Desa_79, Jember"
I003269,Ibu_3269,1993-10-29,SMP,Karyawan,"Desa_119, Jember"
I003270,Ibu_3270,1999-12-13,SD,Karyawan,"Desa_101, Jember"
I003271,Ibu_3271,1996-02-22,SD,Petani,"Desa_100, Jember"
I003272,Ibu_3272,1992-02-06,SMP,Karyawan,"Desa_177, Jember"
I003273,Ibu_3273,1984-08-01,S1,Karyawan,"Desa_3, Jember"
I003274,Ibu_3274,1985-12-10,D3,Pedagang,"Desa_92, Jember"
I003275,Ibu_3275,1983-12-01,S1,Pedagang,"Desa_199, Jember"
I003276,Ibu_3276,1988-05-28,SD,Karyawan,"Desa_184, Jember"
I003277,Ibu_3277,1999-05-02,Tidak Sekolah,Pedagang,"Desa_56, Jember"
I003278,Ibu_3278,2000-02-18,S1,IRT,"Desa_19, Jember"
I003279,Ibu_3279,2004-12-25,D3,Petani,"Desa_56, Jember"
I003280,Ibu_3280,2004-11-18,SD,IRT,"Desa_158, Jember"
I003281,Ibu_3281,2002-12-26,Tidak Sekolah,Tidak Bekerja,"Desa_181, Jember"
I003282,Ibu_3282,1998-04-21,D3,Tidak Bekerja,"Desa_124, Jember"
I003283,Ibu_3283,1984-08-19,D3,Pedagang,"Desa_194, Jember"
I003284,Ibu_3284,1981-03-06,SMP,Petani,"Desa_136, Jember"
I003285,Ibu_3285,1984-01-08,SMP,IRT,"Desa_54, Jember"
I003286,Ibu_3286,1995-11-16,SD,IRT,"Desa_119, Jember"
I003287,Ibu_3287,2004-11-10,SD,Pedagang,"Desa_73, Jember"
I003288,Ibu_3288,1984-03-04,SMA,Tidak Bekerja,"Desa_123, Jember"
I003289,Ibu_3289,2006-10-11,SMA,Pedagang,"Desa_97, Jember"
I003290,Ibu_3290,2006-10-29,Tidak Sekolah,Karyawan,"Desa_98, Jember"
I003291,Ibu_3291,1994-07-21,SMA,IRT,"Desa_185, Jember"
I003292,Ibu_3292,1997-04-12,Tidak Sekolah,Petani,"Desa_155, Jember"
I003293,Ibu_3293,1980-07-21,D3,Karyawan,"Desa_58, Jember"
I003294,Ibu_3294,1993-02-02,SD,Petani,"Desa_127, Jember"
I003295,Ibu_3295,1998-07-24,D3,Tidak Bekerja,"Desa_121, Jember"
I003296,Ibu_3296,1997-05-24,SD,Petani,"Desa_187, Jember"
I003297,Ibu_3297,1983-10-19,S1,Tidak Bekerja,"Desa_124, Jember"
I003298,Ibu_3298,2012-07-06,SMP,Karyawan,"Desa_48, Jember"
I003299,Ibu_3299,2005-02-05,S1,Tidak Bekerja,"Desa_79, Jember"
I003300,Ibu_3300,1990-11-21,SD,Karyawan,"Desa_198, Jember"
I003301,Ibu_3301,2005-08-27,D3,Tidak Bekerja,"Desa_191, Jember"
I003302,Ibu_3302,2003-05-17,SD,Tidak Bekerja,"Desa_46, Jember"
I003303,Ibu_3303,1987-08-10,D3,Pedagang,"Desa_66, Jember"
I003304,Ibu_3304,2010-09-28,SMA,Petani,"Desa_44, Jember"
I003305,Ibu_3305,1997-01-28,SMA,IRT,"Desa_124, Jember"
I003306,Ibu_3306,1987-08-09,SMP,Pedagang,"Desa_131, Jember"
I003307,Ibu_3307,1986-03-24,D3,Karyawan,"Desa_80, Jember"
I003308,Ibu_3308,1992-01-23,SD,Pedagang,"Desa_178, Jember"
I003309,Ibu_3309,1993-07-04,SMP,Tidak Bekerja,"Desa_19, Jember"
I003310,Ibu_3310,1992-01-15,SMP,Tidak Bekerja,"Desa_46, Jember"
I003311,Ibu_3311,2002-02-13,SMA,Petani,"Desa_138, Jember"
I003312,Ibu_3312,1986-07-18,SMA,Pedagang,"Desa_171, Jember"
I003313,Ibu_3313,1982-11-02,SMP,Tidak Bekerja,"Desa_126, Jember"
I003314,Ibu_3314,1987-07-02,SMP,Tidak Bekerja,"Desa_164, Jember"
I003315,Ibu_3315,1999-07-01,SMA,Pedagang,"Desa_106, Jember"
I003316,Ibu_3316,1992-05-18,SMP,Karyawan,"Desa_198, Jember"
I003317,Ibu_3317,1998-11-21,SD,Karyawan,"Desa_28, Jember"
I003318,Ibu_3318,1993-06-12,Tidak Sekolah,IRT,"Desa_35, Jember"
I003319,Ibu_3319,2001-09-20,D3,Karyawan,"Desa_194, Jember"
I003320,Ibu_3320,1983-06-14,SD,Tidak Bekerja,"Desa_189, Jember"
I003321,Ibu_3321,1996-03-13,SMP,Petani,"Desa_130, Jember"
I003322,Ibu_3322,1991-04-16,SMA,Tidak Bekerja,"Desa_38, Jember"
I003323,Ibu_3323,1991-01-23,SMP,Petani,"Desa_110, Jember"
I003324,Ibu_3324,2012-05-03,SMP,Tidak Bekerja,"Desa_28, Jember"
I003325,Ibu_3325,2008-01-14,S1,Pedagang,"Desa_41, Jember"
I003326,Ibu_3326,2002-03-29,SMA,Petani,"Desa_72, Jember"
I003327,Ibu_3327,2006-08-20,SD,Petani,"Desa_183, Jember"
I003328,Ibu_3328,2007-08-30,SMP,IRT,"Desa_150, Jember"
I003329,Ibu_3329,1988-10-08,Tidak Sekolah,Petani,"Desa_157, Jember"
I003330,Ibu_3330,2000-07-15,Tidak Sekolah,Pedagang,"Desa_142, Jember"
I003331,Ibu_3331,1984-10-18,Tidak Sekolah,Pedagang,"Desa_119, Jember"
I003332,Ibu_3332,1986-01-28,SD,Karyawan,"Desa_115, Jember"
I003333,Ibu_3333,1993-08-31,S1,IRT,"Desa_156, Jember"
I003334,Ibu_3334,1980-04-20,SMA,Karyawan,"Desa_146, Jember"
I003335,Ibu_3335,1997-10-01,SMA,Karyawan,"Desa_154, Jember"
I003336,Ibu_3336,1994-11-26,Tidak Sekolah,Tidak Bekerja,"Desa_74, Jember"
I003337,Ibu_3337,2007-10-27,D3,Pedagang,"Desa_169, Jember"
I003338,Ibu_3338,1997-01-15,D3,Karyawan,"Desa_130, Jember"
I003339,Ibu_3339,1994-10-13,SMP,Karyawan,"Desa_19, Jember"
I003340,Ibu_3340,1999-09-30,D3,Karyawan,"Desa_150, Jember"
I003341,Ibu_3341,1995-01-06,S1,Tidak Bekerja,"Desa_80, Jember"
I003342,Ibu_3342,1999-04-26,SD,IRT,"Desa_178, Jember"
I003343,Ibu_3343,2009-03-15,SMP,Tidak Bekerja,"Desa_10, Jember"
I003344,Ibu_3344,2006-08-30,Tidak Sekolah,Tidak Bekerja,"Desa_105, Jember"
I003345,Ibu_3345,1986-02-08,SMP,Tidak Bekerja,"Desa_181, Jember"
I003346,Ibu_3346,1993-06-23,D3,Karyawan,"Desa_142, Jember"
I003347,Ibu_3347,1994-05-20,Tidak Sekolah,Petani,"Desa_32, Jember"
I003348,Ibu_3348,2007-01-22,Tidak Sekolah,Karyawan,"Desa_46, Jember"
I003349,Ibu_3349,2011-03-10,SMA,IRT,"Desa_118, Jember"
I003350,Ibu_3350,1989-01-03,SMA,Petani,"Desa_89, Jember"
I003351,Ibu_3351,2001-06-27,SD,Tidak Bekerja,"Desa_103, Jember"
I003352,Ibu_3352,1994-02-03,SMP,Pedagang,"Desa_24, Jember"
I003353,Ibu_3353,1987-12-20,SMP,Tidak Bekerja,"Desa_186, Jember"
I003354,Ibu_3354,1997-11-11,D3,Pedagang,"Desa_3, Jember"
I003355,Ibu_3355,1994-04-25,D3,Pedagang,"Desa_76, Jember"
I003356,Ibu_3356,1993-01-27,SD,Tidak Bekerja,"Desa_10, Jember"
I003357,Ibu_3357,2011-03-05,Tidak Sekolah,Petani,"Desa_144, Jember"
I003358,Ibu_3358,2008-05-22,D3,IRT,"Desa_109, Jember"
I003359,Ibu_3359,2002-01-09,S1,IRT,"Desa_121, Jember"
I003360,Ibu_3360,2005-10-31,SMA,Tidak Bekerja,"Desa_49, Jember"
I003361,Ibu_3361,1990-11-15,Tidak Sekolah,Pedagang,"Desa_37, Jember"
I003362,Ibu_3362,1994-08-14,S1,Karyawan,"Desa_83, Jember"
I003363,Ibu_3363,1996-11-13,SD,Petani,"Desa_134, Jember"
I003364,Ibu_3364,1992-07-28,Tidak Sekolah,Petani,"Desa_101, Jember"
I003365,Ibu_3365,1997-08-16,SMP,Pedagang,"Desa_129, Jember"
I003366,Ibu_3366,1996-05-16,SMA,IRT,"Desa_69, Jember"
I003367,Ibu_3367,1985-02-08,SMA,IRT,"Desa_134, Jember"
I003368,Ibu_3368,2005-04-17,Tidak Sekolah,Tidak Bekerja,"Desa_19, Jember"
I003369,Ibu_3369,1988-12-17,SMA,Pedagang,"Desa_8, Jember"
I003370,Ibu_3370,2006-07-26,S1,Karyawan,"Desa_97, Jember"
I003371,Ibu_3371,2004-06-22,S1,Petani,"Desa_41, Jember"
I003372,Ibu_3372,1988-01-26,SMA,Karyawan,"Desa_71, Jember"
I003373,Ibu_3373,2010-07-31,SD,Karyawan,"Desa_118, Jember"
I003374,Ibu_3374,2004-09-03,D3,Tidak Bekerja,"Desa_20, Jember"
I003375,Ibu_3375,1981-03-16,SD,Karyawan,"Desa_100, Jember"
I003376,Ibu_3376,2012-08-14,SMP,Petani,"Desa_89, Jember"
I003377,Ibu_3377,2000-09-15,SD,Karyawan,"Desa_101, Jember"
I003378,Ibu_3378,2011-10-10,SD,Petani,"Desa_158, Jember"
I003379,Ibu_3379,1989-05-27,S1,Tidak Bekerja,"Desa_50, Jember"
I003380,Ibu_3380,1999-09-01,Tidak Sekolah,Tidak Bekerja,"Desa_162, Jember"
I003381,Ibu_3381,1993-01-25,SD,Karyawan,"Desa_194, Jember"
I003382,Ibu_3382,2011-01-29,SMA,Pedagang,"Desa_179, Jember"
I003383,Ibu_3383,1983-02-07,S1,Pedagang,"Desa_138, Jember"
I003384,Ibu_3384,1998-05-09,S1,Tidak Bekerja,"Desa_190, Jember"
I003385,Ibu_3385,2010-03-10,SD,Tidak Bekerja,"Desa_108, Jember"
I003386,Ibu_3386,2002-05-25,SMP,Karyawan,"Desa_82, Jember"
I003387,Ibu_3387,1986-03-30,D3,Karyawan,"Desa_18, Jember"
I003388,Ibu_3388,2008-05-29,S1,Tidak Bekerja,"Desa_47, Jember"
I003389,Ibu_3389,1993-08-01,D3,IRT,"Desa_7, Jember"
I003390,Ibu_3390,1990-11-09,Tidak Sekolah,Karyawan,"Desa_87, Jember"
I003391,Ibu_3391,1991-05-02,SMA,Tidak Bekerja,"Desa_68, Jember"
I003392,Ibu_3392,2009-07-18,Tidak Sekolah,Petani,"Desa_29, Jember"
I003393,Ibu_3393,1986-11-30,S1,Petani,"Desa_91, Jember"
I003394,Ibu_3394,2012-01-31,S1,IRT,"Desa_33, Jember"
I003395,Ibu_3395,1998-12-24,D3,IRT,"Desa_129, Jember"
I003396,Ibu_3396,1996-11-28,SMA,Tidak Bekerja,"Desa_7, Jember"
I003397,Ibu_3397,1983-04-26,D3,IRT,"Desa_187, Jember"
I003398,Ibu_3398,2000-02-22,S1,IRT,"Desa_124, Jember"
I003399,Ibu_3399,2006-10-27,D3,IRT,"Desa_129, Jember"
I003400,Ibu_3400,2001-06-30,S1,IRT,"Desa_108, Jember"
I003401,Ibu_3401,2006-02-12,Tidak Sekolah,Pedagang,"Desa_193, Jember"
I003402,Ibu_3402,1997-12-23,D3,Petani,"Desa_77, Jember"
I003403,Ibu_3403,2003-12-21,SMP,Tidak Bekerja,"Desa_119, Jember"
I003404,Ibu_3404,2002-09-22,SMP,Karyawan,"Desa_197, Jember"
I003405,Ibu_3405,2011-01-10,D3,Karyawan,"Desa_124, Jember"
I003406,Ibu_3406,1998-10-06,D3,Tidak Bekerja,"Desa_2, Jember"
I003407,Ibu_3407,2004-05-21,SD,IRT,"Desa_30, Jember"
I003408,Ibu_3408,1981-08-25,SD,Karyawan,"Desa_108, Jember"
I003409,Ibu_3409,1996-02-16,S1,Petani,"Desa_149, Jember"
I003410,Ibu_3410,2011-06-22,S1,Pedagang,"Desa_97, Jember"
I003411,Ibu_3411,2004-01-31,SMA,IRT,"Desa_36, Jember"
I003412,Ibu_3412,2006-08-21,SMA,Pedagang,"Desa_5, Jember"
I003413,Ibu_3413,2008-08-16,D3,Karyawan,"Desa_191, Jember"
I003414,Ibu_3414,1983-10-24,SMA,Pedagang,"Desa_39, Jember"
I003415,Ibu_3415,1984-11-26,SD,Tidak Bekerja,"Desa_170, Jember"
I003416,Ibu_3416,1991-02-19,S1,Pedagang,"Desa_62, Jember"
I003417,Ibu_3417,2009-07-01,Tidak Sekolah,IRT,"Desa_50, Jember"
I003418,Ibu_3418,2009-10-25,SMP,Pedagang,"Desa_98, Jember"
I003419,Ibu_3419,1995-12-04,D3,Tidak Bekerja,"Desa_33, Jember"
I003420,Ibu_3420,1987-06-18,Tidak Sekolah,IRT,"Desa_126, Jember"
I003421,Ibu_3421,2009-01-08,S1,Tidak Bekerja,"Desa_8, Jember"
I003422,Ibu_3422,2007-06-26,SD,Karyawan,"Desa_103, Jember"
I003423,Ibu_3423,1981-12-26,S1,Karyawan,"Desa_96, Jember"
I003424,Ibu_3424,2005-04-06,SD,IRT,"Desa_197, Jember"
I003425,Ibu_3425,2008-12-07,S1,IRT,"Desa_63, Jember"
I003426,Ibu_3426,2010-05-22,SD,Tidak Bekerja,"Desa_173, Jember"
I003427,Ibu_3427,2009-01-04,D3,IRT,"Desa_144, Jember"
I003428,Ibu_3428,1997-12-04,SMA,IRT,"Desa_19, Jember"
I003429,Ibu_3429,1994-11-15,S1,Pedagang,"Desa_54, Jember"
I003430,Ibu_3430,1999-04-23,S1,Pedagang,"Desa_121, Jember"
I003431,Ibu_3431,1984-10-01,SMP,Tidak Bekerja,"Desa_139, Jember"
I003432,Ibu_3432,1980-06-21,SD,Karyawan,"Desa_152, Jember"
I003433,Ibu_3433,1984-06-03,D3,Petani,"Desa_85, Jember"
I003434,Ibu_3434,1991-08-10,SMA,Pedagang,"Desa_100, Jember"
I003435,Ibu_3435,1989-12-16,SD,Petani,"Desa_177, Jember"
I003436,Ibu_3436,2002-11-27,SD,Petani,"Desa_36, Jember"
I003437,Ibu_3437,2003-04-09,D3,Karyawan,"Desa_52, Jember"
I003438,Ibu_3438,2005-01-11,S1,Pedagang,"Desa_84, Jember"
I003439,Ibu_3439,2006-01-15,Tidak Sekolah,Tidak Bekerja,"Desa_76, Jember"
I003440,Ibu_3440,2010-11-05,Tidak Sekolah,Karyawan,"Desa_58, Jember"
I003441,Ibu_3441,2005-10-20,S1,Karyawan,"Desa_94, Jember"
I003442,Ibu_3442,1989-11-30,SMP,Pedagang,"Desa_167, Jember"
I003443,Ibu_3443,1999-12-30,D3,Petani,"Desa_18, Jember"
I003444,Ibu_3444,1996-10-12,S1,Tidak Bekerja,"Desa_42, Jember"
I003445,Ibu_3445,1997-07-18,Tidak Sekolah,Pedagang,"Desa_151, Jember"
I003446,Ibu_3446,2000-10-08,Tidak Sekolah,Tidak Bekerja,"Desa_5, Jember"
I003447,Ibu_3447,2010-06-25,SMP,Petani,"Desa_80, Jember"
I003448,Ibu_3448,2006-05-27,SMP,IRT,"Desa_93, Jember"
I003449,Ibu_3449,2010-12-21,SMA,Pedagang,"Desa_140, Jember"
I003450,Ibu_3450,2002-06-13,SMP,IRT,"Desa_145, Jember"
I003451,Ibu_3451,1986-10-05,SMA,Karyawan,"Desa_107, Jember"
I003452,Ibu_3452,1995-06-22,S1,IRT,"Desa_57, Jember"
I003453,Ibu_3453,1981-02-06,SMA,Tidak Bekerja,"Desa_182, Jember"
I003454,Ibu_3454,2001-08-27,S1,Karyawan,"Desa_142, Jember"
I003455,Ibu_3455,1984-09-08,D3,Petani,"Desa_91, Jember"
I003456,Ibu_3456,1993-04-02,SMA,Pedagang,"Desa_155, Jember"
I003457,Ibu_3457,1998-08-29,D3,IRT,"Desa_94, Jember"
I003458,Ibu_3458,1983-11-07,SD,Petani,"Desa_36, Jember"
I003459,Ibu_3459,1985-03-16,S1,Petani,"Desa_75, Jember"
I003460,Ibu_3460,2012-10-01,SMP,Pedagang,"Desa_13, Jember"
I003461,Ibu_3461,1986-05-10,SD,Petani,"Desa_87, Jember"
I003462,Ibu_3462,1995-08-17,SMP,Petani,"Desa_11, Jember"
I003463,Ibu_3463,1993-12-28,S1,Pedagang,"Desa_15, Jember"
I003464,Ibu_3464,1995-05-22,S1,Petani,"Desa_72, Jember"
I003465,Ibu_3465,2000-06-04,D3,Karyawan,"Desa_81, Jember"
I003466,Ibu_3466,1989-04-12,SMA,Karyawan,"Desa_23, Jember"
I003467,Ibu_3467,2003-05-17,SMA,Pedagang,"Desa_192, Jember"
I003468,Ibu_3468,2001-08-30,D3,Karyawan,"Desa_6, Jember"
I003469,Ibu_3469,1995-08-16,SMP,Karyawan,"Desa_188, Jember"
I003470,Ibu_3470,2001-05-11,SMP,Karyawan,"Desa_103, Jember"
I003471,Ibu_3471,1984-05-18,Tidak Sekolah,Karyawan,"Desa_165, Jember"
I003472,Ibu_3472,1999-08-27,SD,Petani,"Desa_98, Jember"
I003473,Ibu_3473,2012-05-21,SMP,Pedagang,"Desa_196, Jember"
I003474,Ibu_3474,2011-04-03,SD,Petani,"Desa_105, Jember"
I003475,Ibu_3475,2000-04-17,SMP,Karyawan,"Desa_4, Jember"
I003476,Ibu_3476,1994-04-22,SMP,Pedagang,"Desa_96, Jember"
I003477,Ibu_3477,1983-01-05,Tidak Sekolah,Tidak Bekerja,"Desa_143, Jember"
I003478,Ibu_3478,1993-06-20,Tidak Sekolah,Karyawan,"Desa_132, Jember"
I003479,Ibu_3479,1982-01-02,D3,Pedagang,"Desa_12, Jember"
I003480,Ibu_3480,2011-11-19,Tidak Sekolah,IRT,"Desa_149, Jember"
I003481,Ibu_3481,1985-02-28,Tidak Sekolah,Petani,"Desa_81, Jember"
I003482,Ibu_3482,1981-01-05,SMP,IRT,"Desa_146, Jember"
I003483,Ibu_3483,1995-05-22,SD,IRT,"Desa_41, Jember"
I003484,Ibu_3484,2009-01-24,SMA,Pedagang,"Desa_165, Jember"
I003485,Ibu_3485,1984-11-26,SMA,Tidak Bekerja,"Desa_67, Jember"
I003486,Ibu_3486,2010-05-17,SD,Karyawan,"Desa_55, Jember"
I003487,Ibu_3487,1987-05-16,SMP,Tidak Bekerja,"Desa_149, Jember"
I003488,Ibu_3488,1990-12-10,SMP,IRT,"Desa_164, Jember"
I003489,Ibu_3489,2003-02-23,SD,Pedagang,"Desa_168, Jember"
I003490,Ibu_3490,1987-10-29,SD,IRT,"Desa_129, Jember"
I003491,Ibu_3491,2004-10-03,SD,Karyawan,"Desa_22, Jember"
I003492,Ibu_3492,1987-03-08,SD,Karyawan,"Desa_87, Jember"
I003493,Ibu_3493,1994-11-05,S1,IRT,"Desa_135, Jember"
I003494,Ibu_3494,2005-02-10,S1,Petani,"Desa_161, Jember"
I003495,Ibu_3495,1999-02-15,D3,Tidak Bekerja,"Desa_131, Jember"
I003496,Ibu_3496,2000-09-22,SMP,IRT,"Desa_64, Jember"
I003497,Ibu_3497,1990-05-26,SMA,Karyawan,"Desa_42, Jember"
I003498,Ibu_3498,1998-03-03,Tidak Sekolah,IRT,"Desa_40, Jember"
I003499,Ibu_3499,2008-03-31,Tidak Sekolah,Tidak Bekerja,"Desa_96, Jember"
I003500,Ibu_3500,1988-04-10,D3,Tidak Bekerja,"Desa_126, Jember"
I003501,Ibu_3501,1988-05-11,D3,IRT,"Desa_15, Jember"
I003502,Ibu_3502,2008-09-23,SMP,Karyawan,"Desa_44, Jember"
I003503,Ibu_3503,2009-06-26,S1,Pedagang,"Desa_29, Jember"
I003504,Ibu_3504,1999-05-21,SD,Karyawan,"Desa_28, Jember"
I003505,Ibu_3505,1997-09-29,S1,Karyawan,"Desa_106, Jember"
I003506,Ibu_3506,1981-04-23,SD,Karyawan,"Desa_139, Jember"
I003507,Ibu_3507,2007-07-19,SD,Tidak Bekerja,"Desa_192, Jember"
I003508,Ibu_3508,1988-11-06,S1,Karyawan,"Desa_100, Jember"
I003509,Ibu_3509,2000-03-01,S1,Pedagang,"Desa_104, Jember"
I003510,Ibu_3510,2006-07-25,S1,Karyawan,"Desa_171, Jember"
I003511,Ibu_3511,1999-04-08,S1,Petani,"Desa_12, Jember"
I003512,Ibu_3512,1997-06-10,SD,IRT,"Desa_42, Jember"
I003513,Ibu_3513,1980-03-13,SD,Karyawan,"Desa_138, Jember"
I003514,Ibu_3514,2011-08-12,SMA,IRT,"Desa_156, Jember"
I003515,Ibu_3515,1989-08-20,SD,Petani,"Desa_171, Jember"
I003516,Ibu_3516,1989-03-25,D3,Pedagang,"Desa_180, Jember"
I003517,Ibu_3517,1992-06-26,SD,Petani,"Desa_47, Jember"
I003518,Ibu_3518,2011-07-27,SD,Pedagang,"Desa_135, Jember"
I003519,Ibu_3519,1982-10-22,S1,Karyawan,"Desa_24, Jember"
I003520,Ibu_3520,2005-11-24,SD,Karyawan,"Desa_66, Jember"
I003521,Ibu_3521,1984-07-25,D3,Tidak Bekerja,"Desa_158, Jember"
I003522,Ibu_3522,2004-01-31,S1,Petani,"Desa_130, Jember"
I003523,Ibu_3523,1988-05-21,Tidak Sekolah,IRT,"Desa_156, Jember"
I003524,Ibu_3524,1996-05-29,Tidak Sekolah,Petani,"Desa_101, Jember"
I003525,Ibu_3525,1994-08-15,SMP,Petani,"Desa_90, Jember"
I003526,Ibu_3526,1988-11-02,SMP,Pedagang,"Desa_112, Jember"
I003527,Ibu_3527,2000-07-10,SMP,Petani,"Desa_169, Jember"
I003528,Ibu_3528,1985-02-10,Tidak Sekolah,Karyawan,"Desa_151, Jember"
I003529,Ibu_3529,1991-10-08,D3,Tidak Bekerja,"Desa_170, Jember"
I003530,Ibu_3530,2010-01-31,SMP,Pedagang,"Desa_25, Jember"
I003531,Ibu_3531,2001-12-15,D3,Petani,"Desa_183, Jember"
I003532,Ibu_3532,2003-09-03,Tidak Sekolah,Pedagang,"Desa_124, Jember"
I003533,Ibu_3533,2008-09-01,S1,Pedagang,"Desa_142, Jember"
I003534,Ibu_3534,1994-01-21,Tidak Sekolah,Tidak Bekerja,"Desa_29, Jember"
I003535,Ibu_3535,2006-10-11,S1,Karyawan,"Desa_196, Jember"
I003536,Ibu_3536,1997-06-07,S1,Karyawan,"Desa_94, Jember"
I003537,Ibu_3537,2007-06-03,Tidak Sekolah,Karyawan,"Desa_67, Jember"
I003538,Ibu_3538,1997-08-10,D3,Petani,"Desa_173, Jember"
I003539,Ibu_3539,2006-05-01,Tidak Sekolah,Pedagang,"Desa_193, Jember"
I003540,Ibu_3540,1985-02-14,Tidak Sekolah,IRT,"Desa_142, Jember"
I003541,Ibu_3541,1995-08-10,S1,Karyawan,"Desa_179, Jember"
I003542,Ibu_3542,1995-10-15,SD,Tidak Bekerja,"Desa_49, Jember"
I003543,Ibu_3543,2000-07-15,D3,IRT,"Desa_99, Jember"
I003544,Ibu_3544,2007-09-10,SD,IRT,"Desa_23, Jember"
I003545,Ibu_3545,1987-09-27,S1,Karyawan,"Desa_190, Jember"
I003546,Ibu_3546,2010-03-20,Tidak Sekolah,Petani,"Desa_200, Jember"
I003547,Ibu_3547,2011-09-01,SMA,Tidak Bekerja,"Desa_18, Jember"
I003548,Ibu_3548,1993-05-05,SMA,Petani,"Desa_81, Jember"
I003549,Ibu_3549,2007-07-25,S1,Tidak Bekerja,"Desa_62, Jember"
I003550,Ibu_3550,2006-06-22,SD,Pedagang,"Desa_143, Jember"
I003551,Ibu_3551,1983-10-20,S1,Karyawan,"Desa_57, Jember"
I003552,Ibu_3552,2010-02-23,D3,Karyawan,"Desa_57, Jember"
I003553,Ibu_3553,1986-01-03,D3,Pedagang,"Desa_97, Jember"
I003554,Ibu_3554,1994-01-18,SMA,Karyawan,"Desa_100, Jember"
I003555,Ibu_3555,1985-04-15,D3,IRT,"Desa_196, Jember"
I003556,Ibu_3556,1990-09-13,SMP,Petani,"Desa_164, Jember"
I003557,Ibu_3557,1993-09-12,SD,Karyawan,"Desa_198, Jember"
I003558,Ibu_3558,1985-03-31,SD,IRT,"Desa_79, Jember"
I003559,Ibu_3559,1988-03-18,SD,Pedagang,"Desa_73, Jember"
I003560,Ibu_3560,1996-09-29,S1,Tidak Bekerja,"Desa_152, Jember"
I003561,Ibu_3561,2011-02-08,S1,Tidak Bekerja,"Desa_51, Jember"
I003562,Ibu_3562,1986-05-05,S1,Petani,"Desa_73, Jember"
I003563,Ibu_3563,2002-11-30,SMA,Karyawan,"Desa_120, Jember"
I003564,Ibu_3564,1997-06-04,Tidak Sekolah,Petani,"Desa_180, Jember"
I003565,Ibu_3565,1998-10-05,SMP,IRT,"Desa_73, Jember"
I003566,Ibu_3566,2006-10-02,SMP,Tidak Bekerja,"Desa_59, Jember"
I003567,Ibu_3567,1986-03-08,D3,Karyawan,"Desa_14, Jember"
I003568,Ibu_3568,2005-10-13,SD,Petani,"Desa_60, Jember"
I003569,Ibu_3569,1997-03-18,SD,Karyawan,"Desa_76, Jember"
I003570,Ibu_3570,1998-12-23,Tidak Sekolah,Pedagang,"Desa_165, Jember"
I003571,Ibu_3571,1988-05-01,SMP,Karyawan,"Desa_37, Jember"
I003572,Ibu_3572,2001-10-30,D3,Pedagang,"Desa_111, Jember"
I003573,Ibu_3573,2008-07-04,SD,Pedagang,"Desa_120, Jember"
I003574,Ibu_3574,2004-02-08,SD,Petani,"Desa_141, Jember"
